"Model","Variable","Coefficient","Lower_CI","Upper_CI"
"D11","sue",-0.140667587038636,-0.261035615416707,-0.0202995586605658
"D11","nasdaq",-0.566450792482168,-1.38715034488932,0.254248759924986
"D12","vol_pos_uni",2.1854410295474,0.776600223435725,3.59428183565907
"D12","vol_neg_uni",-1.34018725585028,-1.88149250925089,-0.798882002449669
"D12","log(me)",-3.42345051736393,-4.10444906688307,-2.74245196784479
"D12","log(bm)",0.824774266511832,0.308527293182828,1.34102123984084
"D12","log(turn)",-0.0766084124058386,-0.853359516624566,0.700142691812889
"D12","log(rvar_capm)",8.2654292616607,7.5516589315479,8.97919959177351
"D12","sue",-0.157798802744378,-0.271710281474375,-0.0438873240143801
"D12","nasdaq",-0.593437874104437,-1.40978265867485,0.222906910465976
"D13","vol_pos_uni",2.13313264390305,0.679992715722043,3.58627257208406
"D13","vol_neg_uni",-1.40631316124924,-1.97769796274606,-0.834928359752425
"D13","log(me)",-3.42789446316316,-4.12916434874409,-2.72662457758224
"D13","log(bm)",0.768060419886012,0.223602491328739,1.31251834844329
"D13","log(turn)",-0.0809112113044468,-0.91501948802033,0.753197065411436
"D13","log(rvar_capm)",8.23334496754348,7.4975400000716,8.96914993501535
"D13","sue",-0.1774094082945,-0.298713473166678,-0.0561053434223222
"D13","nasdaq",-0.563439039630796,-1.40427742017053,0.277399340908934
"D14","vol_pos_uni",2.20169227105906,0.774403602234683,3.62898093988343
"D14","vol_neg_uni",-1.32439313490696,-1.86283853005583,-0.785947739758094
"D14","log(me)",-3.45649831152695,-4.15411016082295,-2.75888646223096
"D14","log(bm)",0.792002656444645,0.258112964268398,1.32589234862089
"D14","log(turn)",0.0257767671659178,-0.773866353469552,0.825419887801388
"D14","log(rvar_capm)",8.20521228764316,7.51034096974151,8.9000836055448
"D14","sue",-0.141675037859509,-0.259974910715031,-0.0233751650039877
"D14","nasdaq",-0.54868733489119,-1.39727494195853,0.299900272176152
"D15","vol_pos_uni",2.22572441375471,0.743758398814034,3.70769042869539
"D15","vol_neg_uni",-1.3426729193121,-1.88699662718181,-0.798349211442386
"D15","log(me)",-3.45347180742545,-4.12768318441064,-2.77926043044027
"D15","log(bm)",0.810808154791246,0.281759199709784,1.33985710987271
"D15","log(turn)",0.0135012612234087,-0.782058130696158,0.809060653142976
"D15","log(rvar_capm)",8.11032196799055,7.4269846329107,8.7936593030704
"D15","sue",-0.158242609629714,-0.270659988499384,-0.0458252307600445
"D15","nasdaq",-0.541975691814936,-1.35053294122582,0.266581557595944
"D16","vol_pos_uni",2.19549634130657,0.783521298879288,3.60747138373384
"D16","vol_neg_uni",-1.30265520051402,-1.85590666456208,-0.749403736465955
"D16","log(me)",-3.43871089978928,-4.12872793411129,-2.74869386546727
"D16","log(bm)",0.867351304179076,0.347598391122802,1.38710421723535
"D16","log(turn)",0.0051143853881478,-0.813635410850389,0.823864181626685
"D16","log(rvar_capm)",8.14046718888328,7.4364971722176,8.84443720554895
"D16","sue",-0.138470241828427,-0.260797686450826,-0.0161427972060285
"D16","nasdaq",-0.568310291728036,-1.41291777757283,0.27629719411676
"D17","vol_pos_uni",2.19872108550753,0.652829820056972,3.74461235095808
"D17","vol_neg_uni",-1.26186779962958,-1.7792341099195,-0.744501489339653
"D17","log(me)",-3.50198813604065,-4.16832019018447,-2.83565608189683
"D17","log(bm)",0.822989538673294,0.293299877675821,1.35267919967077
"D17","log(turn)",0.0460048810990724,-0.7617200922249,0.853729854423045
"D17","log(rvar_capm)",8.1135779392833,7.42357321148399,8.80358266708261
"D17","sue",-0.147455312232676,-0.277356810860415,-0.0175538136049367
"D17","nasdaq",-0.609211950321187,-1.4489703288299,0.230546428187528
"D18","vol_pos_uni",2.14356370603523,0.634724700399067,3.65240271167139
"D18","vol_neg_uni",-1.29514058775181,-1.80235576968608,-0.787925405817541
"D18","log(me)",-3.49337183263803,-4.17595951797159,-2.81078414730446
"D18","log(bm)",0.777283054197522,0.272010324873876,1.28255578352117
"D18","log(turn)",0.0144666252571909,-0.779443474717318,0.8083767252317
"D18","log(rvar_capm)",8.11497322364509,7.40558022946013,8.82436621783005
"D18","sue",-0.143424018566796,-0.276532470482958,-0.0103155666506345
"D18","nasdaq",-0.579263201208823,-1.40070566180392,0.242179259386275
"D19","vol_pos_uni",2.16209538311024,0.676289754074124,3.64790101214636
"D19","vol_neg_uni",-1.36341197537723,-1.89947413752505,-0.827349813229414
"D19","log(me)",-3.46534820639312,-4.14594876307635,-2.78474764970989
"D19","log(bm)",0.753977273851633,0.278768048208836,1.22918649949443
"D19","log(turn)",0.116074675902204,-0.752946792638826,0.985096144443234
"D19","log(rvar_capm)",8.07271930255844,7.36875599979895,8.77668260531792
"D19","sue",-0.173887698097373,-0.30784003493316,-0.0399353612615862
"D19","nasdaq",-0.478211752394236,-1.28780024211377,0.331376737325301
"D20","vol_pos_uni",2.22598024917771,0.604615718722308,3.84734477963312
"D20","vol_neg_uni",-1.31667013288379,-1.80807461298653,-0.825265652781042
"D20","log(me)",-3.51011210927524,-4.19028851668798,-2.82993570186251
"D20","log(bm)",0.809600220503268,0.299132388906543,1.32006805209999
"D20","log(turn)",0.000620911518874132,-0.878714466853056,0.879956289890805
"D20","log(rvar_capm)",8.12804868463345,7.41636224137771,8.8397351278892
"D20","sue",-0.160247847333975,-0.301624067369927,-0.0188716272980241
"D20","nasdaq",-0.657230874935959,-1.49131057892149,0.176848829049568
